ORDER|ID|UPDATE|STATUS|TXN
1417|515|35:09.1|TX|24,57907358
1430|533|09:02.5|TX|113,0733419
1431|533|56:34.9|TX|351,4844754
1432|533|20:13.6|TX|240,3988719
1433|533|55:40.8|TX|1339,20086
1434|533|08:34.2|TX|584,3913133
1439|534|00:57.7|TX|1896,657362
1440|534|16:11.9|TX|18452,23356
1459|546|30:56.7|TX|69,5527574
1464|547|16:28.4|TX|302,8268617
1469|548|22:29.3|TX|147,3170126
1470|548|28:03.7|TX|57,20389742
1481|554|24:31.9|TX|1107,441032
1492|560|21:26.4|TX|419,2019603
1493|560|40:42.5|TX|351,0981341
1501|562|49:04.5|TX|31,35553177
1506|563|37:55.3|TX|73,31743782
1517|569|14:05.0|TX|33,12663567
1518|569|54:21.3|TX|7,656278294
1519|569|45:14.9|TX|379,4486201
1520|569|03:32.5|TX|114,9398717
1521|569|47:18.9|TX|32794,7761
1537|576|50:37.1|TX|183,7024073
1538|576|20:56.5|TX|64,23596425
1551|583|58:52.7|TX|398,8420464
1552|583|36:08.7|TX|25,17967941
1553|583|36:29.7|TX|66,11935525
1566|593|20:12.6|TX|110,1464778
1572|596|17:20.2|TX|184,9149594
1573|596|02:05.4|TX|64,61261157
1574|596|21:58.5|TX|4,240832574
1575|596|16:22.9|TX|558,3278121
1582|602|01:07.0|TX|182,6494323
1583|602|43:06.1|TX|730,1303081
1584|602|31:15.1|TX|4,544426457
1602|619|30:45.4|TX|218,9666034
1603|619|26:42.3|TX|855,4395755
1604|619|30:38.6|TX|8,609877543
1605|619|34:00.5|TX|289,8802987
1613|624|03:40.8|TX|161,4842501
1614|624|40:59.4|TX|49,08797879
1615|624|39:56.3|TX|1704,947351
1616|624|53:46.4|TX|107,4221636
1617|624|59:51.1|TX|346,0834999
1622|625|07:35.3|TX|243,359002
1623|625|53:12.6|TX|8,652774732
1624|625|48:27.2|TX|202,5119994
1625|625|07:26.9|TX|15,08487734
1626|625|33:21.0|TX|46,74442189
1631|626|25:23.1|TX|731,1248984
1632|626|37:37.2|TX|2830,43592
1633|626|50:00.3|TX|37,41141317
1634|626|01:08.0|TX|189,8154235
1638|627|55:18.6|TX|213,7419846
1639|627|02:45.6|TX|4463,883126
1640|627|59:26.3|TX|28013,13181
1650|630|29:06.5|TX|1158,657335
1651|630|21:15.5|TX|196,9352712
1652|630|31:09.4|TX|14,5152234
1653|630|10:43.4|TX|220,9523063
1654|630|01:01.1|TX|2817,05486
1659|631|19:50.4|TX|12,49036436
1660|631|10:13.7|TX|350,4358796
1661|631|46:06.6|TX|49,82573074
1662|631|03:26.5|TX|2023,461035
1663|631|56:30.6|TX|1049,699546
1669|635|44:13.4|TX|958,7889852
1670|635|03:23.1|TX|285,6324664
1671|635|35:38.6|TX|6630,197664
1672|635|58:15.0|TX|1,027478791
1673|635|22:18.3|TX|12,45461142
1678|640|36:38.2|TX|3286,68846
1679|640|15:44.8|TX|2560,715132
1684|641|49:47.1|TX|111,558453
1688|643|11:19.0|TX|984,1242623
1693|644|24:01.5|TX|384,8992906
1712|652|18:21.1|TX|3846,016076
1713|652|50:07.3|TX|234,2458931
1714|652|38:40.1|TX|66,42122943
1715|652|51:09.1|TX|43,36805001
1716|652|07:40.4|TX|382,7106935
1736|661|07:59.0|TX|170,5110938
1737|661|48:27.8|TX|1275,197164
1746|666|58:56.7|TX|1279,533555
1747|666|22:50.8|TX|211,3815592
1758|675|22:56.6|TX|1738,552017
1759|675|21:28.6|TX|923,6656597
1767|677|42:11.8|TX|518,0047607
1768|677|04:35.2|TX|112,5690223
1769|677|27:04.3|TX|99,01418599
1770|677|48:18.5|TX|2673,246171
1775|679|34:11.7|TX|108,418172
1776|679|48:59.5|TX|1579,231509
1777|679|32:56.7|TX|69,23320845
1783|683|35:42.9|TX|90,34140715
1784|683|57:17.5|TX|161,0311813
1785|683|28:00.2|TX|73,83417028
1789|684|12:29.2|TX|41,44946375
1807|691|24:11.8|TX|85,88247914
1828|701|10:31.5|TX|11155,72703
1829|701|24:13.4|TX|162,0340828
1830|701|13:10.5|TX|1156,324936
1831|701|50:01.0|TX|402,7458502
1842|705|50:39.7|TX|28,28432725
1843|705|54:24.4|TX|763,6211334
1844|705|58:12.5|TX|378,7832698
1845|705|40:37.5|TX|958,8345608
1846|705|12:05.8|TX|434,4446627
1851|707|17:08.9|TX|4729,802093
1852|707|10:10.6|TX|78,68955763
1853|707|00:07.0|TX|41,77102535
1860|712|49:04.2|TX|236,2761575
1861|712|14:55.1|TX|62,39148025
1871|716|40:57.7|TX|665,4892078
1872|716|38:24.6|TX|2719,784652
1873|716|56:08.1|TX|7,703696026
1874|716|46:13.9|TX|2775,698413
1875|716|52:08.4|TX|60,99393118
1879|717|35:27.0|TX|318,7708133
1880|717|15:12.7|TX|2303,523493
1885|718|50:10.8|TX|42,83309721
1886|718|27:18.7|TX|11,59238965
1892|720|39:55.0|TX|912,5896983
1893|720|06:49.2|TX|964,5336739
1912|728|39:54.6|TX|81,0785709
1913|728|24:50.8|TX|3408,037507
1914|728|17:17.2|TX|223,301471
1915|728|41:43.6|TX|132,9440601
1921|730|10:59.1|TX|988,7262762
1922|730|20:09.7|TX|399,8412727
1928|732|44:54.8|TX|379,6607426
1929|732|06:35.8|TX|2129,164238
1939|736|46:08.8|TX|146,2354114
1943|737|35:59.9|TX|308,6149609
1944|737|19:24.8|TX|752,0719296
1945|737|57:30.3|TX|23,89013724
1949|738|06:02.9|TX|867,3974248
1968|745|24:57.6|TX|3051,437758
1969|745|26:50.1|TX|73,3860163
1970|745|18:07.2|TX|100,1282696
1971|745|49:17.3|TX|83,02635009
1972|745|31:34.6|TX|245,484288
1977|746|27:27.0|TX|177,4824029
1978|746|05:18.1|TX|59,39038899
1979|746|24:08.9|TX|8541,973476
1986|748|49:44.9|TX|2827,408068
1991|751|48:04.4|TX|1161,961874
1992|751|42:28.0|TX|803,013374
1993|751|16:02.4|TX|105,9863037
1999|753|05:41.5|TX|193,0309216
2007|757|06:57.6|TX|68,82329458
2008|757|41:17.4|TX|102,1632662
2009|757|16:56.6|TX|3251,322628
2014|758|41:48.4|TX|4866,291431
2015|758|00:46.6|TX|6,536632432
2016|758|27:02.0|TX|30,44100737
2025|761|45:53.8|TX|102,2682815
2026|761|51:10.7|TX|874,8510223
2027|761|09:42.0|TX|305,9382129
2028|761|49:01.6|TX|1069,971143
2029|761|13:43.4|TX|1385,724609
2036|764|32:17.0|TX|54,0829632
2041|765|30:49.5|TX|65,07475003
2053|771|45:32.9|TX|54,01318634
2054|771|45:00.1|TX|520,9908856
2055|771|19:14.6|TX|120,1273587
2056|771|07:41.0|TX|1077,494294
2057|771|30:06.3|TX|144,7277913
2064|774|19:46.1|TX|139,5446329
2065|774|33:36.8|TX|12,07537213
2066|774|50:25.7|TX|156,6618843
2067|774|56:44.7|TX|53,86020026
2068|774|55:02.8|TX|2515,823488
2074|777|08:01.3|TX|505,2699824
2079|778|01:13.6|TX|8,747126681
2080|778|06:19.7|TX|1392,434584
2081|778|41:42.2|TX|331,705158
2082|778|38:23.0|TX|1276,903213
2087|779|38:43.9|TX|105,4959904
2088|779|18:42.6|TX|20620,88926
2089|779|06:08.1|TX|60,86578037
2090|779|06:12.9|TX|15,29123622
2099|785|32:41.0|TX|450,3915062
2100|785|00:39.8|TX|268,4901395
2110|789|48:22.0|TX|31,50143175
2111|789|12:51.1|TX|412,5472432
2115|790|35:50.0|TX|88,68452046
2116|790|14:21.5|TX|31,27669612
2117|790|51:45.6|TX|34,63620821
2118|790|35:52.9|TX|317,2801969
2129|796|17:55.5|TX|4115,498469
2130|796|13:39.9|TX|783,8977906
2135|797|53:15.7|TX|87,06979072
2136|797|00:33.0|TX|172,4770308
2137|797|56:05.0|TX|65,03013622
2138|797|20:41.8|TX|63,98382594
2158|809|18:56.1|TX|74,99892648
2159|809|15:35.7|TX|206,1101032
2160|809|49:20.7|TX|13,90772596
2161|809|11:49.4|TX|10,72431091
2162|809|42:03.2|TX|182,1854628
2168|811|50:26.8|TX|42,65183596
2169|811|24:29.1|TX|383,2297104
2170|811|35:39.2|TX|1348,665171
2171|811|17:39.4|TX|971,6914673
2172|811|49:53.3|TX|184,063037
2177|812|49:41.0|TX|34,56181452
2178|812|25:02.7|TX|3330,669958
2179|812|58:40.2|TX|456,6205339
2184|813|31:12.0|TX|277,3667733
2185|813|05:16.7|TX|875,6728252
2186|813|33:22.1|TX|46,20209845
2187|813|03:07.1|TX|40,00731972
2188|813|44:37.5|TX|82,80141177
2194|816|12:31.5|TX|22,16665957
2195|816|08:59.4|TX|67,80944046
2196|816|24:51.4|TX|2483,523058
2197|816|35:27.3|TX|2536,86629
2198|816|38:16.3|TX|755,4643074
2203|818|00:00.9|TX|77,58957877
2204|818|07:26.5|TX|458,5838258
2215|826|26:29.4|TX|359,402568
2223|831|34:18.7|TX|440,212317
2224|831|34:37.0|TX|71,63394049
2225|831|09:06.2|TX|130,8191217
2226|831|50:37.0|TX|157,6451376
2227|831|07:10.3|TX|2221,650875
2232|832|24:09.9|TX|31,4851499
2236|833|49:22.8|TX|14,93923876
2237|833|43:56.1|TX|108,3216404
2238|833|48:31.0|TX|2712,768302
2239|833|01:30.0|TX|273,3611995
2240|833|30:16.6|TX|1009,401063
2245|836|30:36.9|TX|5,618043498
2253|838|05:45.2|TX|1529,528443
2254|838|07:20.0|TX|31,72418639
2255|838|26:47.3|TX|1,544726968
2256|838|56:13.8|TX|3299,121554
2264|841|41:46.3|TX|125,4513272
2270|851|10:31.9|TX|3032,179118
2271|851|36:12.4|TX|44,67934038
2272|851|08:17.9|TX|6032,843757
2273|851|42:39.5|TX|1844,017948
2274|851|07:43.4|TX|9062,401877
2279|852|23:59.6|TX|7183,719333
2280|852|24:54.0|TX|0,856708266
2281|852|49:21.8|TX|2662,96352
2282|852|31:22.6|TX|21,0060199
2283|852|24:00.2|TX|208,1737107
2288|853|43:45.6|TX|1941,588862
2289|853|38:14.8|TX|10545,65615
2290|853|17:10.2|TX|309,0857868
2291|853|50:29.3|TX|452,2532492
2292|853|06:53.7|TX|60,13494399
2305|866|04:57.8|TX|3148,218842
2306|866|35:32.1|TX|18,06359186
2307|866|09:19.3|TX|1006,095489
2308|866|54:43.3|TX|46,56371774
2322|875|20:59.0|TX|17,76740278
2323|875|32:09.5|TX|1,542527879
2324|875|36:08.2|TX|21,10960497
2325|875|59:59.2|TX|304,9084425
2345|890|23:22.6|TX|601,1630188
2358|899|10:25.8|TX|13451,75211
2359|899|25:11.9|TX|28,20971839
2360|899|16:01.8|TX|554,8689383
2368|904|39:14.3|TX|231,5305175
2369|904|32:36.4|TX|106,4882683
2370|904|06:39.5|TX|361,4048906
2371|904|19:34.1|TX|9,60329304
2376|906|56:49.2|TX|526,6109386
2381|907|49:02.1|TX|144,6627602
2382|907|57:11.5|TX|26,51979514
2387|908|30:59.1|TX|3072,699599
2388|908|30:08.0|TX|4786,172082
2389|908|54:07.7|TX|496,9160268
2390|908|09:27.1|TX|62,7285192
2391|908|23:05.1|TX|561,1104224
2400|917|07:45.0|TX|104,0527778
2401|917|02:19.8|TX|37,55872285
2402|917|18:54.7|TX|11,99118525
2407|918|26:42.4|TX|3449,218536
2408|918|37:28.2|TX|235,3172801
2414|923|52:34.6|TX|1925,831859
2415|923|33:24.6|TX|1023,654809
2424|927|01:00.7|TX|1515,335849
2425|927|44:53.6|TX|1342,723362
